PACKET INFORMATION OF spot_5
Report Taken on : 03/May/18 09:46:05
From: 02/May/18  08:00:00
To: 03/May/18  08:00:00 
SlNo     PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
34       DUMMY60          C9 4A 00 05 2A 6B A8 35 E6 3F 00 60 00 08 06 64 00 00 00 00 00 00 1B A3                                           2018     674620991     05/03/2018 00:02:32:984     10859     
35       DUMMY60          1B A3 00 05 2A 6C A8 35 E6 3F 00 60 00 09 06 64 00 00 00 00 00 00 B1 B6                                           2018     674620991     05/03/2018 00:02:32:984     10860     
36       DUMMY60          B1 B6 00 05 2A 6D A8 35 E6 3F 00 60 00 0A 06 64 00 00 00 00 00 00 E5 BB                                           2018     674620991     05/03/2018 00:02:32:984     10861     
37       DUMMY60          E5 BB 00 05 2A 6E A8 35 E6 3F 00 60 00 0B 06 64 00 00 00 00 00 00 8D D8                                           2018     674620991     05/03/2018 00:02:32:984     10862     
38       DUMMY60          8D D8 00 05 2A 6F A8 35 E6 3F 00 60 00 0C 06 64 00 00 00 00 00 00 B5 33                                           2018     674620991     05/03/2018 00:02:32:984     10863     
39       DUMMY60          B5 33 00 05 2A 70 A8 35 E6 3F 00 60 00 0D 06 64 00 00 00 00 00 00 BD 8B                                           2018     674620991     05/03/2018 00:02:32:984     10864     
40       DUMMY60          BD 8B 00 05 2A 71 A8 35 E6 3F 00 60 00 0E 06 64 00 00 00 00 00 00 A4 62                                           2018     674620991     05/03/2018 00:02:32:984     10865     
41       DUMMY60          A4 62 00 05 2A 72 A8 35 E6 3F 00 60 00 0F 06 64 00 00 00 00 00 00 CA FB                                           2018     674620991     05/03/2018 00:02:32:984     10866     
42       DUMMY60          CA FB 00 05 2A 73 A8 35 E6 3F 00 60 00 10 06 64 00 00 00 00 00 00 2E B7                                           2018     674620991     05/03/2018 00:02:32:984     10867     
43       DUMMY60          2E B7 00 05 2A 74 A8 35 E6 3F 00 60 00 11 06 64 00 00 00 00 00 00 A6 A2                                           2018     674620991     05/03/2018 00:02:32:984     10868     
44       DUMMY60          A6 A2 00 05 2A 75 A8 35 E6 3F 00 60 00 12 06 64 00 00 00 00 00 00 43 B2                                           2018     674620991     05/03/2018 00:02:32:984     10869     
45       DUMMY60          43 B2 00 05 2A 76 A8 35 E6 3F 00 60 00 13 06 64 00 00 00 00 00 00 D8 81                                           2018     674620991     05/03/2018 00:02:32:984     10870     
46       DUMMY60          D8 81 00 05 2A 77 A8 35 E6 3F 00 60 00 14 06 64 00 00 00 00 00 00 7B 9D                                           2018     674620991     05/03/2018 00:02:32:984     10871     
47       DUMMY60          7B 9D 00 05 2A 78 A8 35 E6 3F 00 60 00 15 06 64 00 00 00 00 00 00 25 50                                           2018     674620991     05/03/2018 00:02:32:984     10872     
48       DUMMY60          BD 59 00 05 2A 7D A8 35 F2 FF 00 60 00 01 06 63 00 00 00 00 00 00 2D 52                                           2018     674624255     05/03/2018 00:03:23:984     10877     
49       HOURPACKET       2D 52 00 05 2A 7E A8 35 FF FF 00 06 00 00 00 00 00 00 00 00 00 00 C8 6E                                           2018     674627583     05/03/2018 00:04:15:984     10878     
50       DUMMY60          C8 6E 00 05 2A 7F A8 36 04 3F 00 60 00 02 06 63 00 00 00 00 00 00 43 C7                                           2018     674628671     05/03/2018 00:04:32:984     10879     
51       DUMMY60          43 C7 00 05 2A 80 A8 36 04 3F 00 60 00 03 06 63 00 00 00 00 00 00 84 DC                                           2018     674628671     05/03/2018 00:04:32:984     10880     
52       DUMMY60          84 DC 00 05 2A 81 A8 36 04 3F 00 60 00 04 06 63 00 00 00 00 00 00 74 F3                                           2018     674628671     05/03/2018 00:04:32:984     10881     
53       DUMMY60          74 F3 00 05 2A 82 A8 36 04 3F 00 60 00 05 06 63 00 00 00 00 00 00 DD 9F                                           2018     674628671     05/03/2018 00:04:32:984     10882     
54       DUMMY60          DD 9F 00 05 2A 83 A8 36 04 3F 00 60 00 06 06 63 00 00 00 00 00 00 BD 7A                                           2018     674628671     05/03/2018 00:04:32:984     10883     
55       DUMMY60          BD 7A 00 05 2A 84 A8 36 04 3F 00 60 00 07 06 63 00 00 00 00 00 00 09 6C                                           2018     674628671     05/03/2018 00:04:32:984     10884     
56       DUMMY60          09 6C 00 05 2A 85 A8 36 04 3F 00 60 00 08 06 63 00 00 00 00 00 00 19 5E                                           2018     674628671     05/03/2018 00:04:32:984     10885     
57       DUMMY60          19 5E 00 05 2A 86 A8 36 04 3F 00 60 00 09 06 63 00 00 00 00 00 00 46 A6                                           2018     674628671     05/03/2018 00:04:32:984     10886     
58       DUMMY60          46 A6 00 05 2A 87 A8 36 04 3F 00 60 00 0A 06 63 00 00 00 00 00 00 3D 0C                                           2018     674628671     05/03/2018 00:04:32:984     10887     
59       DUMMY60          3D 0C 00 05 2A 88 A8 36 04 3F 00 60 00 0B 06 63 00 00 00 00 00 00 86 07                                           2018     674628671     05/03/2018 00:04:32:984     10888     
60       DUMMY60          86 07 00 05 2A 89 A8 36 04 3F 00 60 00 0C 06 63 00 00 00 00 00 00 03 B6                                           2018     674628671     05/03/2018 00:04:32:984     10889     
61       DUMMY60          03 B6 00 05 2A 8A A8 36 04 3F 00 60 00 0D 06 63 00 00 00 00 00 00 C9 D3                                           2018     674628671     05/03/2018 00:04:32:984     10890     
62       DUMMY60          C9 D3 00 05 2A 8B A8 36 04 3F 00 60 00 0E 06 63 00 00 00 00 00 00 BA 29                                           2018     674628671     05/03/2018 00:04:32:984     10891     
63       DUMMY60          BA 29 00 05 2A 8C A8 36 04 3F 00 60 00 0F 06 63 00 00 00 00 00 00 4D 2A                                           2018     674628671     05/03/2018 00:04:32:984     10892     
64       DUMMY60          4D 2A 00 05 2A 8D A8 36 04 3F 00 60 00 10 06 63 00 00 00 00 00 00 51 54                                           2018     674628671     05/03/2018 00:04:32:984     10893     
65       DUMMY60          51 54 00 05 2A 8E A8 36 04 3F 00 60 00 11 06 63 00 00 00 00 00 00 44 F5                                           2018     674628671     05/03/2018 00:04:32:984     10894     
66       DUMMY60          44 F5 00 05 2A 8F A8 36 04 3F 00 60 00 12 06 63 00 00 00 00 00 00 E0 2D                                           2018     674628671     05/03/2018 00:04:32:984     10895     
67       DUMMY60          E0 2D 00 05 2A 90 A8 36 04 3F 00 60 00 13 06 63 00 00 00 00 00 00 FB E9                                           2018     674628671     05/03/2018 00:04:32:984     10896     
68       DUMMY60          FB E9 00 05 2A 91 A8 36 04 3F 00 60 00 14 06 63 00 00 00 00 00 00 45 0C                                           2018     674628671     05/03/2018 00:04:32:984     10897     
69       DUMMY60          45 0C 00 05 2A 92 A8 36 04 3F 00 60 00 15 06 63 00 00 00 00 00 00 42 49                                           2018     674628671     05/03/2018 00:04:32:984     10898     
70       DUMMY60          42 49 00 05 2A 93 A8 36 04 3F 00 60 00 16 06 63 00 00 00 00 00 00 C7 FD                                           2018     674628671     05/03/2018 00:04:32:984     10899     
71       DUMMY60          C7 FD 00 05 2A 94 A8 36 04 3F 00 60 00 17 06 63 00 00 00 00 00 00 FC 5D                                           2018     674628671     05/03/2018 00:04:32:984     10900     
72       DUMMY60          FC 5D 00 05 2A 95 A8 36 04 3F 00 60 00 18 06 63 00 00 00 00 00 00 70 9C                                           2018     674628671     05/03/2018 00:04:32:984     10901     
73       DUMMY60          70 9C 00 05 2A 96 A8 36 04 3F 00 60 00 19 06 63 00 00 00 00 00 00 11 82                                           2018     674628671     05/03/2018 00:04:32:984     10902     
74       DUMMY60          11 82 00 05 2A 97 A8 36 10 FF 00 60 00 01 06 62 00 00 00 00 00 00 58 C0                                           2018     674631935     05/03/2018 00:05:23:984     10903     
75       TIMEPACKET       58 C0 00 05 2A 98 A8 36 1F FF 00 05 00 00 00 00 00 00 00 00 00 00 AF 39                                           2018     674635775     05/03/2018 00:06:23:984     10904     
76       DUMMY60          AF 39 00 05 2A 99 A8 36 22 3F 00 60 00 02 06 63 00 00 00 00 00 00 31 C8                                           2018     674636351     05/03/2018 00:06:32:984     10905     
77       DUMMY60          31 C8 00 05 2A 9A A8 36 22 3F 00 60 00 03 06 63 00 00 00 00 00 00 B5 56                                           2018     674636351     05/03/2018 00:06:32:984     10906     
78       DUMMY60          B5 56 00 05 2A 9B A8 36 22 3F 00 60 00 04 06 63 00 00 00 00 00 00 A2 EA                                           2018     674636351     05/03/2018 00:06:32:984     10907     
79       DUMMY60          A2 EA 00 05 2A 9C A8 36 22 3F 00 60 00 05 06 63 00 00 00 00 00 00 8A 5F                                           2018     674636351     05/03/2018 00:06:32:984     10908     
80       DUMMY60          8A 5F 00 05 2A 9D A8 36 22 3F 00 60 00 06 06 63 00 00 00 00 00 00 84 20                                           2018     674636351     05/03/2018 00:06:32:984     10909     
81       DUMMY60          84 20 00 05 2A 9E A8 36 22 3F 00 60 00 07 06 63 00 00 00 00 00 00 22 81                                           2018     674636351     05/03/2018 00:06:32:984     10910     
82       DUMMY60          22 81 00 05 2A 9F A8 36 22 3F 00 60 00 08 06 63 00 00 00 00 00 00 E8 5F                                           2018     674636351     05/03/2018 00:06:32:984     10911     
83       DUMMY60          E8 5F 00 05 2A A0 A8 36 22 3F 00 60 00 09 06 63 00 00 00 00 00 00 8E 4A                                           2018     674636351     05/03/2018 00:06:32:984     10912     
84       DUMMY60          8E 4A 00 05 2A A1 A8 36 22 3F 00 60 00 0A 06 63 00 00 00 00 00 00 4C 6A                                           2018     674636351     05/03/2018 00:06:32:984     10913     
85       DUMMY60          4C 6A 00 05 2A A2 A8 36 22 3F 00 60 00 0B 06 63 00 00 00 00 00 00 2F AB                                           2018     674636351     05/03/2018 00:06:32:984     10914     
86       DUMMY60          2F AB 00 05 2A A3 A8 36 22 3F 00 60 00 0C 06 63 00 00 00 00 00 00 7F 11                                           2018     674636351     05/03/2018 00:06:32:984     10915     
87       DUMMY60          7F 11 00 05 2A A4 A8 36 22 3F 00 60 00 0D 06 63 00 00 00 00 00 00 4F A1                                           2018     674636351     05/03/2018 00:06:32:984     10916     
88       DUMMY60          4F A1 00 05 2A A5 A8 36 22 3F 00 60 00 0E 06 63 00 00 00 00 00 00 10 76                                           2018     674636351     05/03/2018 00:06:32:984     10917     
89       DUMMY60          10 76 00 05 2A A6 A8 36 22 3F 00 60 00 0F 06 63 00 00 00 00 00 00 47 32                                           2018     674636351     05/03/2018 00:06:32:984     10918     
90       DUMMY60          47 32 00 05 2A A7 A8 36 22 3F 00 60 00 10 06 63 00 00 00 00 00 00 99 82                                           2018     674636351     05/03/2018 00:06:32:984     10919     
91       DUMMY60          99 82 00 05 2A A8 A8 36 22 3F 00 60 00 11 06 63 00 00 00 00 00 00 C2 5E                                           2018     674636351     05/03/2018 00:06:32:984     10920     
92       DUMMY60          C2 5E 00 05 2A A9 A8 36 22 3F 00 60 00 12 06 63 00 00 00 00 00 00 74 B5                                           2018     674636351     05/03/2018 00:06:32:984     10921     
93       DUMMY60          74 B5 00 05 2A AA A8 36 22 3F 00 60 00 13 06 63 00 00 00 00 00 00 3E 53                                           2018     674636351     05/03/2018 00:06:32:984     10922     
94       DUMMY60          3E 53 00 05 2A AB A8 36 22 3F 00 60 00 14 06 63 00 00 00 00 00 00 33 04                                           2018     674636351     05/03/2018 00:06:32:984     10923     
95       DUMMY60          33 04 00 05 2A AC A8 36 22 3F 00 60 00 15 06 63 00 00 00 00 00 00 A2 88                                           2018     674636351     05/03/2018 00:06:32:984     10924     
96       DUMMY60          A2 88 00 05 2A AD A8 36 22 3F 00 60 00 16 06 63 00 00 00 00 00 00 6B 04                                           2018     674636351     05/03/2018 00:06:32:984     10925     
97       DUMMY60          6B 04 00 05 2A AE A8 36 22 3F 00 60 00 17 06 63 00 00 00 00 00 00 73 94                                           2018     674636351     05/03/2018 00:06:32:984     10926     
98       DUMMY60          73 94 00 05 2A AF A8 36 22 3F 00 60 00 18 06 63 00 00 00 00 00 00 A0 E6                                           2018     674636351     05/03/2018 00:06:32:984     10927     
