PACKET INFORMATION OF SPOT_8
Report Taken on : 28/Apr/18 10:22:10
From: 28/Apr/18  00:00:00
To: 28/Apr/18  23:59:59 
SlNo     PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
34       DUMMY60          21 F2 00 08 31 8A A6 B1 CD 7F 00 60 00 0A 0F 88 00 00 00 00 00 00 F1 11                                           2018     649186687     04/28/2018 09:39:01:984     12682     
35       DUMMY60          F1 11 00 08 31 8B A6 B1 CD 7F 00 60 00 0B 0F 88 00 00 00 00 00 00 96 43                                           2018     649186687     04/28/2018 09:39:01:984     12683     
36       DUMMY60          96 43 00 08 31 8C A6 B1 CD 7F 00 60 00 0C 0F 88 00 00 00 00 00 00 D5 EE                                           2018     649186687     04/28/2018 09:39:01:984     12684     
37       DUMMY60          D5 EE 00 08 31 8D A6 B1 CD 7F 00 60 00 0D 0F 88 00 00 00 00 00 00 0B 71                                           2018     649186687     04/28/2018 09:39:01:984     12685     
38       DUMMY60          0B 71 00 08 31 8E A6 B1 CD 7F 00 60 00 0E 0F 88 00 00 00 00 00 00 99 1F                                           2018     649186687     04/28/2018 09:39:01:984     12686     
39       DUMMY60          99 1F 00 08 31 8F A6 B1 CD 7F 00 60 00 0F 0F 88 00 00 00 00 00 00 BB 70                                           2018     649186687     04/28/2018 09:39:01:984     12687     
40       DUMMY60          BB 70 00 08 31 90 A6 B1 CD 7F 00 60 00 10 0F 88 00 00 00 00 00 00 FA 43                                           2018     649186687     04/28/2018 09:39:01:984     12688     
41       DUMMY60          FA 43 00 08 31 91 A6 B1 CD 7F 00 60 00 11 0F 88 00 00 00 00 00 00 54 4D                                           2018     649186687     04/28/2018 09:39:01:984     12689     
42       DUMMY60          54 4D 00 08 31 92 A6 B1 CD 7F 00 60 00 12 0F 88 00 00 00 00 00 00 A9 45                                           2018     649186687     04/28/2018 09:39:01:984     12690     
43       DUMMY60          A9 45 00 08 31 93 A6 B1 CD 7F 00 60 00 13 0F 88 00 00 00 00 00 00 B1 EC                                           2018     649186687     04/28/2018 09:39:01:984     12691     
44       DUMMY60          B1 EC 00 08 31 94 A6 B1 CD 7F 00 60 00 14 0F 88 00 00 00 00 00 00 B0 DB                                           2018     649186687     04/28/2018 09:39:01:984     12692     
45       DUMMY60          B0 DB 00 08 31 95 A6 B1 CD 7F 00 60 00 15 0F 88 00 00 00 00 00 00 AC 34                                           2018     649186687     04/28/2018 09:39:01:984     12693     
46       DUMMY60          AC 34 00 08 31 96 A6 B1 CD 7F 00 60 00 16 0F 88 00 00 00 00 00 00 12 25                                           2018     649186687     04/28/2018 09:39:01:984     12694     
47       DUMMY60          12 25 00 08 31 97 A6 B1 CD 7F 00 60 00 17 0F 88 00 00 00 00 00 00 FD F3                                           2018     649186687     04/28/2018 09:39:01:984     12695     
48       DUMMY60          FD F3 00 08 31 98 A6 B1 CD 7F 00 60 00 18 0F 88 00 00 00 00 00 00 A5 D0                                           2018     649186687     04/28/2018 09:39:01:984     12696     
49       DUMMY60          A5 D0 00 08 31 99 A6 B1 CD 7F 00 60 00 19 0F 88 00 00 00 00 00 00 0B 2E                                           2018     649186687     04/28/2018 09:39:01:984     12697     
50       DUMMY60          0B 2E 00 08 31 9A A6 B1 D2 BF 00 60 00 08 0F 88 00 00 00 00 00 00 7F B9                                           2018     649188031     04/28/2018 09:39:22:984     12698     
51       DUMMY60          7F B9 00 08 31 9B A6 B1 E0 7F 00 60 00 01 0F 88 00 00 00 00 00 00 FB 5C                                           2018     649191551     04/28/2018 09:40:17:984     12699     
52       DUMMY60          FB 5C 00 08 31 9C A6 B1 EB 7F 00 60 00 02 0F 88 00 00 00 00 00 00 4D C6                                           2018     649194367     04/28/2018 09:41:01:984     12700     
53       DUMMY60          4D C6 00 08 31 9D A6 B1 EB 7F 00 60 00 03 0F 88 00 00 00 00 00 00 6B 12                                           2018     649194367     04/28/2018 09:41:01:984     12701     
54       DUMMY60          6B 12 00 08 31 9E A6 B1 EB 7F 00 60 00 04 0F 88 00 00 00 00 00 00 39 2F                                           2018     649194367     04/28/2018 09:41:01:984     12702     
55       DUMMY60          39 2F 00 08 31 9F A6 B1 EB 7F 00 60 00 05 0F 88 00 00 00 00 00 00 8F 0F                                           2018     649194367     04/28/2018 09:41:01:984     12703     
56       DUMMY60          8F 0F 00 08 31 A0 A6 B1 EB 7F 00 60 00 06 0F 88 00 00 00 00 00 00 69 C2                                           2018     649194367     04/28/2018 09:41:01:984     12704     
57       DUMMY60          69 C2 00 08 31 A1 A6 B1 EB 7F 00 60 00 07 0F 88 00 00 00 00 00 00 BB 31                                           2018     649194367     04/28/2018 09:41:01:984     12705     
58       DUMMY60          BB 31 00 08 31 A2 A6 B1 EB 7F 00 60 00 09 0F 88 00 00 00 00 00 00 30 8E                                           2018     649194367     04/28/2018 09:41:01:984     12706     
59       DUMMY60          30 8E 00 08 31 A3 A6 B1 EB 7F 00 60 00 0A 0F 88 00 00 00 00 00 00 2C 1A                                           2018     649194367     04/28/2018 09:41:01:984     12707     
60       DUMMY60          2C 1A 00 08 31 A4 A6 B1 EB 7F 00 60 00 0B 0F 88 00 00 00 00 00 00 2E A9                                           2018     649194367     04/28/2018 09:41:01:984     12708     
61       DUMMY60          2E A9 00 08 31 A5 A6 B1 EB 7F 00 60 00 0C 0F 88 00 00 00 00 00 00 8F F1                                           2018     649194367     04/28/2018 09:41:01:984     12709     
62       DUMMY60          8F F1 00 08 31 A6 A6 B1 EB 7F 00 60 00 0D 0F 88 00 00 00 00 00 00 B2 D9                                           2018     649194367     04/28/2018 09:41:01:984     12710     
63       DUMMY60          B2 D9 00 08 31 A7 A6 B1 EB 7F 00 60 00 0E 0F 88 00 00 00 00 00 00 0E 63                                           2018     649194367     04/28/2018 09:41:01:984     12711     
64       DUMMY60          0E 63 00 08 31 A8 A6 B1 EB 7F 00 60 00 0F 0F 88 00 00 00 00 00 00 45 43                                           2018     649194367     04/28/2018 09:41:01:984     12712     
65       DUMMY60          45 43 00 08 31 A9 A6 B1 EB 7F 00 60 00 10 0F 88 00 00 00 00 00 00 AE 21                                           2018     649194367     04/28/2018 09:41:01:984     12713     
