PACKET INFORMATION OF Spot_2
Report Taken on : 30/Apr/18 10:10:51
From: 29/Apr/18  00:00:00
To: 29/Apr/18  23:59:59 
SlNo      PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
34        DUMMY60          E6 56 00 02 1D 86 A6 E4 61 7F 00 60 00 0A 06 43 00 00 00 00 00 00 36 34                                           2018     652501375     04/29/2018 00:02:13:984     7558      
35        DUMMY60          36 34 00 02 1D 87 A6 E4 61 7F 00 60 00 0B 06 43 00 00 00 00 00 00 B2 7C                                           2018     652501375     04/29/2018 00:02:13:984     7559      
36        DUMMY60          B2 7C 00 02 1D 88 A6 E4 61 7F 00 60 00 0C 06 43 00 00 00 00 00 00 3F BD                                           2018     652501375     04/29/2018 00:02:13:984     7560      
37        DUMMY60          3F BD 00 02 1D 89 A6 E4 61 7F 00 60 00 0D 06 43 00 00 00 00 00 00 12 BF                                           2018     652501375     04/29/2018 00:02:13:984     7561      
38        DUMMY60          12 BF 00 02 1D 8A A6 E4 61 7F 00 60 00 0E 06 43 00 00 00 00 00 00 4B 87                                           2018     652501375     04/29/2018 00:02:13:984     7562      
39        DUMMY60          4B 87 00 02 1D 8B A6 E4 61 7F 00 60 00 0F 06 43 00 00 00 00 00 00 A7 21                                           2018     652501375     04/29/2018 00:02:13:984     7563      
40        DUMMY60          A7 21 00 02 1D 8C A6 E4 61 7F 00 60 00 10 06 43 00 00 00 00 00 00 05 84                                           2018     652501375     04/29/2018 00:02:13:984     7564      
41        DUMMY60          05 84 00 02 1D 8D A6 E4 61 7F 00 60 00 11 06 43 00 00 00 00 00 00 7C D7                                           2018     652501375     04/29/2018 00:02:13:984     7565      
42        DUMMY60          7C D7 00 02 1D 8E A6 E4 61 7F 00 60 00 12 06 43 00 00 00 00 00 00 AA FF                                           2018     652501375     04/29/2018 00:02:13:984     7566      
43        DUMMY60          AA FF 00 02 1D 8F A6 E4 61 7F 00 60 00 13 06 43 00 00 00 00 00 00 3D 8B                                           2018     652501375     04/29/2018 00:02:13:984     7567      
44        DUMMY60          3D 8B 00 02 1D 90 A6 E4 61 7F 00 60 00 14 06 43 00 00 00 00 00 00 8E DE                                           2018     652501375     04/29/2018 00:02:13:984     7568      
45        DUMMY60          8E DE 00 02 1D 91 A6 E4 61 7F 00 60 00 15 06 43 00 00 00 00 00 00 89 FF                                           2018     652501375     04/29/2018 00:02:13:984     7569      
46        DUMMY60          89 FF 00 02 1D 92 A6 E4 61 7F 00 60 00 16 06 43 00 00 00 00 00 00 5C F9                                           2018     652501375     04/29/2018 00:02:13:984     7570      
47        DUMMY60          5C F9 00 02 1D 93 A6 E4 61 7F 00 60 00 17 06 43 00 00 00 00 00 00 63 5E                                           2018     652501375     04/29/2018 00:02:13:984     7571      
48        DUMMY60          63 5E 00 02 1D 94 A6 E4 61 7F 00 60 00 18 06 43 00 00 00 00 00 00 23 12                                           2018     652501375     04/29/2018 00:02:13:984     7572      
49        DUMMY60          23 12 00 02 1D 95 A6 E4 61 7F 00 60 00 19 06 43 00 00 00 00 00 00 BE 32                                           2018     652501375     04/29/2018 00:02:13:984     7573      
50        DUMMY60          BE 32 00 02 1D 96 A6 E4 65 7F 00 60 00 06 06 45 00 02 00 00 00 00 C2 EF                                           2018     652502399     04/29/2018 00:02:29:984     7574      
51        DUMMY60          C2 EF 00 02 1D 97 A6 E4 6B BF 00 60 00 01 06 40 00 00 00 00 00 00 74 C1                                           2018     652503999     04/29/2018 00:02:54:984     7575      
52        TIMEPACKET       74 C1 00 02 1D 98 A6 E4 7A BF 00 05 00 00 00 00 00 00 00 00 00 00 E2 78                                           2018     652507839     04/29/2018 00:03:54:984     7576      
53        DUMMY60          E2 78 00 02 1D 99 A6 E4 7F 7F 00 60 00 02 06 44 00 00 00 00 00 00 72 31                                           2018     652509055     04/29/2018 00:04:13:984     7577      
54        DUMMY60          72 31 00 02 1D 9A A6 E4 7F 7F 00 60 00 03 06 44 00 00 00 00 00 00 AE 11                                           2018     652509055     04/29/2018 00:04:13:984     7578      
55        DUMMY60          AE 11 00 02 1D 9B A6 E4 7F 7F 00 60 00 04 06 44 00 00 00 00 00 00 29 88                                           2018     652509055     04/29/2018 00:04:13:984     7579      
